color,center,shape
orange,[25 30],rectangle
gray,[14  7],circle
yellow,[ 6 34],circle
red,[62 13],rectangle
green,[ 6 47],circle
blue,[66 32],rectangle
orange,[42 26],rectangle
gray,[28 43],rectangle
yellow,[48 65],rectangle
red,[ 8 65],rectangle
green,[68 52],rectangle
blue,[27 58],rectangle
orange,[14 22],rectangle
gray,[13 47],rectangle
yellow,[47 17],rectangle
red,[53 49],rectangle
green,[ 8 54],circle
blue,[49  7],rectangle
orange,[45 28],circle
gray,[28 46],circle
yellow,[20 68],circle
red,[35 59],circle
green,[35 23],rectangle
blue,[51  8],rectangle
orange,[20 14],rectangle
gray,[64 19],rectangle
yellow,[69 39],rectangle
red,[26 52],circle
green,[13 19],circle
blue,[45 15],circle
orange,[11 69],rectangle
gray,[53 56],rectangle
yellow,[55 36],circle
red,[12  7],circle
green,[16 54],circle
blue,[51 36],rectangle
orange,[56 13],circle
gray,[20 20],rectangle
yellow,[36 69],rectangle
red,[44 61],rectangle
green,[50 37],circle
blue,[ 7 10],rectangle
orange,[20 53],rectangle
gray,[ 6 46],rectangle
yellow,[67 49],rectangle
red,[56 61],rectangle
green,[35 59],circle
blue,[56 28],circle
orange,[61 13],rectangle
gray,[59 43],circle
yellow,[14 51],rectangle
red,[ 8 18],circle
green,[ 5 51],rectangle
blue,[35 65],circle
orange,[21 32],rectangle
gray,[24 50],circle
yellow,[57 17],circle
red,[24 11],circle
green,[41 33],circle
blue,[14 26],rectangle
orange,[59 33],rectangle
gray,[13 54],circle
yellow,[8 5],circle
red,[58 35],circle
green,[64 56],rectangle
blue,[23 19],rectangle
orange,[37 30],rectangle
gray,[24 40],circle
yellow,[30 64],rectangle
red,[32 55],rectangle
green,[49 14],rectangle
blue,[24  5],rectangle
orange,[31 35],rectangle
gray,[15 54],rectangle
yellow,[45 41],circle
red,[22 41],rectangle
green,[29 24],circle
blue,[45 17],rectangle
orange,[43 52],rectangle
gray,[69 52],rectangle
yellow,[41 34],rectangle
red,[50 13],circle
green,[24 25],rectangle
blue,[54 36],rectangle
orange,[62 68],rectangle
gray,[14 37],circle
yellow,[36 38],rectangle
red,[28 19],rectangle
green,[66 29],rectangle
blue,[63  6],rectangle
orange,[11 23],circle
gray,[50 23],rectangle
yellow,[6 5],circle
red,[66 57],rectangle
green,[63 35],rectangle
blue,[40 18],circle
orange,[17 51],rectangle
gray,[65 18],circle
yellow,[44 33],rectangle
red,[ 8 31],circle
green,[59 38],circle
blue,[ 5 15],circle
orange,[ 7 55],circle
gray,[69 12],rectangle
yellow,[38 12],rectangle
red,[43 38],rectangle
green,[21 52],rectangle
blue,[67 45],circle
orange,[61 59],rectangle
gray,[46 14],rectangle
yellow,[29 20],circle
red,[57 34],rectangle
green,[64 65],rectangle
blue,[29 34],rectangle
orange,[10 35],rectangle
gray,[46  5],circle
yellow,[25 49],circle
red,[66 14],rectangle
green,[52 47],rectangle
blue,[31 43],rectangle
orange,[40 23],circle
gray,[15 57],rectangle
yellow,[51  6],rectangle
red,[69 16],rectangle
green,[42 54],rectangle
blue,[35 39],rectangle
orange,[25 27],rectangle
gray,[54 27],rectangle
yellow,[33 68],rectangle
red,[17 48],circle
green,[29 30],rectangle
blue,[55 58],circle
orange,[33 45],rectangle
gray,[67 21],circle
yellow,[19 67],circle
red,[67 24],rectangle
green,[43 63],circle
blue,[37 43],rectangle
orange,[15 21],circle
gray,[65 54],circle
yellow,[17 41],rectangle
red,[60 34],rectangle
green,[37 52],circle
blue,[55 62],circle
orange,[18 23],rectangle
gray,[53  8],rectangle
yellow,[10 46],rectangle
red,[68  7],circle
green,[56 39],rectangle
blue,[24 40],rectangle
orange,[25  9],rectangle
gray,[44 21],circle
yellow,[37 60],rectangle
red,[65 62],circle
green,[23 29],circle
blue,[45 27],circle
orange,[67 24],rectangle
gray,[32 42],rectangle
yellow,[24 67],circle
red,[ 8 60],circle
green,[35 52],circle
blue,[62 62],circle
orange,[64 40],circle
gray,[18 45],rectangle
yellow,[50 31],circle
red,[52 49],circle
green,[60 17],rectangle
blue,[30 67],circle
orange,[13 11],rectangle
gray,[ 9 29],circle
yellow,[14 63],circle
red,[59 49],rectangle
green,[58 13],circle
blue,[20 11],rectangle
orange,[10 40],rectangle
gray,[40  9],circle
yellow,[39 65],circle
red,[14 45],circle
green,[47 35],rectangle
blue,[44 12],circle
orange,[51 58],rectangle
gray,[28  5],circle
yellow,[59 21],rectangle
red,[26 20],circle
green,[59 17],rectangle
blue,[ 7 14],rectangle
orange,[16 50],rectangle
gray,[34 62],circle
yellow,[62 42],circle
red,[ 6 37],rectangle
green,[13 66],circle
blue,[51 13],circle
orange,[24 11],rectangle
gray,[48 28],rectangle
yellow,[68 43],circle
red,[46 15],circle
green,[68 34],rectangle
blue,[39 51],rectangle
orange,[39 35],rectangle
gray,[69 12],rectangle
yellow,[19 61],circle
red,[19  5],rectangle
green,[40 12],rectangle
blue,[20 47],circle
orange,[19 28],circle
gray,[51 50],rectangle
yellow,[69 22],circle
red,[ 7 55],circle
green,[10 22],rectangle
blue,[29 26],rectangle
orange,[15  7],rectangle
gray,[46 29],circle
yellow,[22 47],circle
red,[67 26],rectangle
green,[13 23],circle
blue,[36 55],circle
orange,[67 51],circle
gray,[47 36],rectangle
yellow,[21 54],circle
red,[22  5],circle
green,[21 63],circle
blue,[53 54],circle
orange,[41 16],rectangle
gray,[10 36],rectangle
yellow,[69 26],rectangle
red,[31 54],rectangle
green,[15 29],rectangle
blue,[53  6],circle
orange,[55 50],rectangle
gray,[24  7],circle
yellow,[48 32],circle
red,[ 8 57],rectangle
green,[33 28],rectangle
blue,[41 62],rectangle
orange,[51 42],rectangle
gray,[26  7],rectangle
yellow,[18 31],rectangle
red,[14 36],rectangle
green,[40 24],rectangle
blue,[65 20],circle
orange,[55 50],rectangle
gray,[15 54],circle
yellow,[45 66],rectangle
red,[61 18],circle
green,[53 39],circle
blue,[23 24],circle
orange,[11 14],circle
gray,[59 58],rectangle
yellow,[37  6],circle
red,[15 25],circle
green,[16 45],circle
blue,[50 61],rectangle
orange,[36 26],rectangle
gray,[68  8],circle
yellow,[49 37],rectangle
red,[49 44],rectangle
green,[ 5 39],rectangle
blue,[68 28],rectangle
orange,[56  9],circle
gray,[11 18],rectangle
yellow,[65 63],circle
red,[58 46],rectangle
green,[22  9],circle
blue,[23 53],rectangle
orange,[15 31],rectangle
gray,[30 38],circle
yellow,[38 51],circle
red,[69 23],rectangle
green,[11  5],circle
blue,[23 43],circle
orange,[34 69],rectangle
gray,[20 58],circle
yellow,[48 56],circle
red,[20 53],circle
green,[29 36],rectangle
blue,[42 48],rectangle
orange,[19 24],circle
gray,[37 12],circle
yellow,[47 26],rectangle
red,[56 16],circle
green,[44  5],circle
blue,[60 58],circle
orange,[42 29],circle
gray,[22  7],rectangle
yellow,[69 44],rectangle
red,[27 48],circle
green,[55 33],rectangle
blue,[41 14],rectangle
orange,[64 20],circle
gray,[50 54],rectangle
yellow,[ 8 43],rectangle
red,[30 67],circle
green,[ 5 57],rectangle
blue,[22 40],circle
orange,[33 29],rectangle
gray,[66 33],circle
yellow,[30  5],circle
red,[45 39],rectangle
green,[56 67],rectangle
blue,[20 23],rectangle
orange,[ 9 61],circle
gray,[50  6],rectangle
yellow,[22 44],circle
red,[60 26],rectangle
green,[16 41],circle
blue,[67 62],circle
orange,[22  8],circle
gray,[42 39],rectangle
yellow,[ 8 25],circle
red,[65 52],circle
green,[8 6],circle
blue,[40 37],rectangle
orange,[43 22],rectangle
gray,[15 51],circle
yellow,[25 26],rectangle
red,[50 20],circle
green,[54 45],circle
blue,[12 66],rectangle
orange,[33 65],rectangle
gray,[61  8],rectangle
yellow,[13  5],circle
red,[15 13],circle
green,[35 27],circle
blue,[56 57],rectangle
orange,[32  8],circle
gray,[18 68],rectangle
yellow,[21 39],rectangle
red,[64 43],circle
green,[ 8 40],rectangle
blue,[ 9 59],circle
orange,[5 5],circle
gray,[36 59],rectangle
yellow,[41 44],circle
red,[26 24],circle
green,[51 45],rectangle
blue,[ 8 32],circle
orange,[60 19],rectangle
gray,[65 52],rectangle
yellow,[14 62],circle
red,[ 8 42],rectangle
green,[61 47],circle
blue,[63  9],rectangle
orange,[41 53],rectangle
gray,[49 29],circle
yellow,[51 65],circle
red,[51 63],circle
green,[11 14],rectangle
blue,[38  5],circle
orange,[30 63],rectangle
gray,[18 46],circle
yellow,[53 45],rectangle
red,[29 63],circle
green,[60 28],circle
blue,[15 31],circle
orange,[31 44],rectangle
gray,[38 15],circle
yellow,[63  8],circle
red,[56 65],circle
green,[29 10],circle
blue,[29 62],rectangle
orange,[49 46],circle
gray,[12 57],circle
yellow,[38 25],circle
red,[ 7 13],circle
green,[50 20],circle
blue,[39 41],circle
orange,[63 11],circle
gray,[38 57],rectangle
yellow,[ 8 53],circle
red,[61 33],rectangle
green,[ 8 46],rectangle
blue,[59 62],circle
orange,[48 10],rectangle
gray,[ 5 29],rectangle
yellow,[21 58],circle
red,[28 40],rectangle
green,[22 26],rectangle
blue,[50 40],circle
orange,[20 11],rectangle
gray,[14 46],circle
yellow,[29 65],rectangle
red,[7 6],circle
green,[11 49],circle
blue,[53 39],rectangle
orange,[43 55],circle
gray,[38  5],rectangle
yellow,[22 38],circle
red,[26 13],circle
green,[69 50],rectangle
blue,[56 22],rectangle
orange,[11 45],circle
gray,[56 38],circle
yellow,[41 61],circle
red,[68 22],rectangle
green,[ 5 68],circle
blue,[29 27],rectangle
orange,[51 58],rectangle
gray,[ 7 23],rectangle
yellow,[46 42],circle
red,[32 56],rectangle
green,[65 32],rectangle
blue,[57 12],circle
orange,[37 33],rectangle
gray,[35  5],circle
yellow,[12 58],rectangle
red,[15 67],rectangle
green,[15 27],rectangle
blue,[ 8 47],circle
orange,[30 36],rectangle
gray,[66 40],circle
yellow,[50 36],circle
red,[57 50],circle
green,[53 11],circle
blue,[57 27],circle
orange,[44 61],rectangle
gray,[39 21],rectangle
yellow,[18 26],rectangle
red,[16 23],circle
green,[11 65],circle
blue,[65 52],circle
orange,[36 43],rectangle
gray,[36 12],rectangle
yellow,[35 58],circle
red,[48 29],rectangle
green,[31 63],rectangle
blue,[ 9 62],rectangle
orange,[47 52],circle
gray,[ 8 37],circle
yellow,[65 30],circle
red,[ 9 43],rectangle
green,[48 35],circle
blue,[38 69],rectangle
orange,[12 12],rectangle
gray,[55 63],rectangle
yellow,[27 53],circle
red,[67 15],circle
green,[6 6],circle
blue,[35 19],rectangle
orange,[26 39],rectangle
gray,[41 50],circle
yellow,[14 30],circle
red,[ 7 15],rectangle
green,[47 20],rectangle
blue,[65 65],circle
orange,[35 39],circle
gray,[64 29],rectangle
yellow,[53 56],circle
red,[68 38],rectangle
green,[30  5],rectangle
blue,[35 50],rectangle
orange,[48 10],circle
gray,[19 46],circle
yellow,[57 27],circle
red,[19 39],circle
green,[25 60],circle
blue,[47 49],rectangle
orange,[56 32],circle
gray,[13 20],circle
yellow,[52 16],circle
red,[57 24],rectangle
green,[38 50],circle
blue,[23 45],rectangle
orange,[49  5],circle
gray,[24 18],rectangle
yellow,[69 50],rectangle
red,[48 59],rectangle
green,[39 20],rectangle
blue,[61 13],rectangle
orange,[27 36],circle
gray,[15 61],rectangle
yellow,[43 37],rectangle
red,[38 10],circle
green,[34 60],rectangle
blue,[ 7 22],rectangle
orange,[12 38],rectangle
gray,[38 38],circle
yellow,[19 62],rectangle
red,[47 35],circle
green,[23 43],circle
blue,[65 53],rectangle
orange,[65 19],circle
gray,[50 57],circle
yellow,[18  8],circle
red,[47 54],circle
green,[46 32],circle
blue,[13 38],rectangle
orange,[69 35],circle
gray,[64 69],circle
yellow,[67 50],circle
red,[9 9],circle
green,[46 61],rectangle
blue,[13 36],circle
orange,[53 19],circle
gray,[35 20],circle
yellow,[15 68],circle
red,[43 25],circle
green,[19 29],rectangle
blue,[59 15],circle
orange,[13 54],circle
gray,[29 64],circle
yellow,[55 65],rectangle
red,[26 47],rectangle
green,[ 7 28],circle
blue,[58 57],circle
orange,[52 43],rectangle
gray,[53 11],circle
yellow,[11 51],rectangle
red,[17 31],rectangle
green,[18 66],circle
blue,[37 62],rectangle
orange,[38 40],rectangle
gray,[5 5],rectangle
yellow,[63  6],rectangle
red,[33 49],rectangle
green,[27 13],circle
blue,[44 18],circle
orange,[63 37],circle
gray,[ 5 58],rectangle
yellow,[57 58],circle
red,[53 49],circle
green,[40 30],rectangle
blue,[37  8],rectangle
orange,[65 11],rectangle
gray,[ 7 65],circle
yellow,[66 40],circle
red,[29 37],rectangle
green,[54 65],rectangle
blue,[65 30],circle
orange,[8 9],rectangle
gray,[10 53],circle
yellow,[60 51],circle
red,[56 11],rectangle
green,[29 18],rectangle
blue,[16 57],circle
orange,[32 42],rectangle
gray,[51 50],rectangle
yellow,[31 66],circle
red,[ 8 58],rectangle
green,[47 41],circle
blue,[24 40],rectangle
orange,[46 16],circle
gray,[52 64],rectangle
yellow,[25 65],circle
red,[39 51],rectangle
green,[42 15],circle
blue,[67 24],circle
orange,[20 47],rectangle
gray,[51 27],rectangle
yellow,[67 52],circle
red,[31 13],circle
green,[46 11],rectangle
blue,[40 27],rectangle
orange,[57 42],rectangle
gray,[29 67],rectangle
yellow,[7 5],circle
red,[50 20],rectangle
green,[31 18],rectangle
blue,[31 37],rectangle
orange,[44 60],circle
gray,[61 63],circle
yellow,[ 6 22],circle
red,[27 17],circle
green,[51 58],rectangle
blue,[43 15],rectangle
orange,[15 62],circle
gray,[27 33],rectangle
yellow,[31 59],rectangle
red,[15 38],rectangle
green,[46 46],circle
blue,[17 13],circle
orange,[69 36],circle
gray,[40 68],circle
yellow,[15 61],rectangle
red,[52 18],rectangle
green,[38 67],rectangle
blue,[11 59],rectangle
orange,[58 50],circle
gray,[31 39],rectangle
yellow,[ 6 31],rectangle
red,[52 47],rectangle
green,[40 21],rectangle
blue,[68 45],circle
orange,[18  8],rectangle
gray,[10 36],rectangle
yellow,[35 54],rectangle
red,[ 8 28],rectangle
green,[68 29],circle
blue,[8 8],circle
orange,[12 49],circle
gray,[36 60],circle
yellow,[35 26],circle
red,[36 20],rectangle
green,[65 59],rectangle
blue,[13  8],circle
orange,[41 64],circle
gray,[66 24],circle
yellow,[18 66],rectangle
red,[41 15],circle
green,[54 65],circle
blue,[ 9 62],rectangle
orange,[57 15],circle
gray,[31 29],circle
yellow,[28 59],rectangle
red,[12 28],circle
green,[54 24],rectangle
blue,[21 41],rectangle
orange,[5 6],circle
gray,[39 21],circle
yellow,[16 61],circle
red,[29  6],circle
green,[41 59],rectangle
blue,[10 51],circle
orange,[59 42],rectangle
gray,[64 60],circle
yellow,[36 20],circle
red,[ 5 55],rectangle
green,[43 10],rectangle
blue,[65 62],rectangle
orange,[61 43],rectangle
gray,[49 55],rectangle
yellow,[49 31],rectangle
red,[64 69],rectangle
green,[69 51],circle
blue,[31 40],circle
orange,[52  9],circle
gray,[33 68],circle
yellow,[13 67],circle
red,[53 48],rectangle
green,[17 23],rectangle
blue,[57  5],rectangle
orange,[69 26],rectangle
gray,[34 61],rectangle
yellow,[37 33],circle
red,[61 39],circle
green,[ 5 56],rectangle
blue,[62 23],rectangle
orange,[45 57],circle
gray,[35 11],rectangle
yellow,[63 67],circle
red,[25 22],circle
green,[53 44],rectangle
blue,[35 56],rectangle
orange,[64 58],rectangle
gray,[17  7],circle
yellow,[15 55],rectangle
red,[42 42],rectangle
green,[27  5],rectangle
blue,[11 46],rectangle
orange,[28 56],circle
gray,[68 69],circle
yellow,[51 59],circle
red,[54 18],rectangle
green,[18  7],circle
blue,[38 33],rectangle
orange,[68 39],circle
gray,[17 64],rectangle
yellow,[54 59],circle
red,[40  5],circle
green,[26 61],circle
blue,[67 22],rectangle
orange,[67 39],rectangle
gray,[37 42],rectangle
yellow,[15  6],circle
red,[13 66],rectangle
green,[11 17],rectangle
blue,[32 47],rectangle
orange,[40 21],rectangle
gray,[63 39],rectangle
yellow,[24 25],rectangle
red,[50 19],circle
green,[31 28],circle
blue,[19 42],circle
orange,[22 65],rectangle
gray,[50 45],circle
yellow,[46 66],circle
red,[27  8],circle
green,[59 45],circle
blue,[13 23],circle
orange,[12 45],circle
gray,[36 40],rectangle
yellow,[53 59],circle
red,[32 18],rectangle
green,[19 31],circle
blue,[63 62],rectangle
orange,[57 22],circle
gray,[47 61],rectangle
yellow,[ 8 61],circle
red,[21 26],circle
green,[7 7],rectangle
blue,[63 20],rectangle
orange,[12 61],circle
gray,[37 40],circle
yellow,[67  5],rectangle
red,[11 51],rectangle
green,[40 27],circle
blue,[41 47],circle
orange,[41 12],circle
gray,[61  8],rectangle
yellow,[5 9],rectangle
red,[57 10],rectangle
green,[ 5 35],rectangle
blue,[54 28],rectangle
orange,[38 49],circle
gray,[69 69],circle
yellow,[ 7 14],circle
red,[45 23],rectangle
green,[ 6 34],rectangle
blue,[42 57],rectangle
orange,[53 10],rectangle
gray,[ 6 52],rectangle
yellow,[28 51],circle
red,[31 62],circle
green,[44 20],circle
blue,[69 51],circle
orange,[22 46],circle
gray,[27 22],circle
yellow,[12 27],rectangle
red,[60 47],circle
green,[39 26],rectangle
blue,[38 67],circle
orange,[15 39],circle
gray,[54 25],circle
yellow,[43  6],rectangle
red,[23 61],circle
green,[51 42],rectangle
blue,[14  6],rectangle
orange,[63 18],circle
gray,[15 25],circle
yellow,[65 56],circle
red,[55 23],circle
green,[17 48],circle
blue,[42 62],circle
orange,[42 14],rectangle
gray,[35 39],circle
yellow,[ 8 17],circle
red,[55 51],rectangle
green,[ 6 16],rectangle
blue,[41 61],circle
orange,[14 52],circle
gray,[30 40],rectangle
yellow,[36 12],rectangle
red,[62 46],rectangle
green,[35 26],circle
blue,[ 8 20],rectangle
orange,[24 51],rectangle
gray,[68 30],rectangle
yellow,[46  8],circle
red,[ 7 46],circle
green,[39 21],rectangle
blue,[64  7],rectangle
orange,[58 44],rectangle
gray,[32 36],rectangle
yellow,[14 27],rectangle
red,[42 58],circle
green,[44 13],circle
blue,[17 59],circle
orange,[68 20],rectangle
gray,[59 43],circle
yellow,[21  7],rectangle
red,[ 9 34],rectangle
green,[60 53],rectangle
blue,[35 28],circle
orange,[27 42],circle
gray,[48 44],rectangle
yellow,[51  5],rectangle
red,[49 42],rectangle
green,[15  6],circle
blue,[63 62],circle
orange,[69 17],circle
gray,[29 48],circle
yellow,[29 63],circle
red,[57 15],circle
green,[34 49],circle
blue,[11 10],rectangle
orange,[54 40],rectangle
gray,[39  5],rectangle
yellow,[30 21],rectangle
red,[ 8 59],circle
green,[42 26],rectangle
blue,[62 32],rectangle
orange,[39 43],circle
gray,[45 63],rectangle
yellow,[68 56],circle
red,[36 56],circle
green,[49 23],rectangle
blue,[15  7],rectangle
orange,[24 31],rectangle
gray,[11 59],rectangle
yellow,[64 42],circle
red,[38 35],circle
green,[27 52],rectangle
blue,[13 66],circle
orange,[57 52],rectangle
gray,[51 21],rectangle
yellow,[67 67],rectangle
red,[69 13],rectangle
green,[47 57],circle
blue,[40  6],circle
orange,[16 68],circle
gray,[ 9 48],rectangle
yellow,[14 10],circle
red,[62 16],circle
green,[60 46],rectangle
blue,[7 5],circle
orange,[25 15],rectangle
gray,[47 68],circle
yellow,[39 22],circle
red,[47 44],rectangle
green,[30 46],rectangle
blue,[57 60],rectangle
orange,[62 10],rectangle
gray,[24 21],rectangle
yellow,[ 7 26],rectangle
red,[63 38],circle
green,[20 59],circle
blue,[32 10],circle
orange,[11 24],rectangle
gray,[52 27],rectangle
yellow,[53 67],circle
red,[ 8 18],circle
green,[29 53],rectangle
blue,[13 56],circle
orange,[47 33],circle
gray,[60 56],rectangle
yellow,[32 12],rectangle
red,[16 21],rectangle
green,[68 67],circle
blue,[20 58],rectangle
orange,[39 54],rectangle
gray,[49 35],rectangle
yellow,[34 37],rectangle
red,[30 17],circle
green,[19 57],circle
blue,[48 44],circle
orange,[24 41],circle
gray,[69 47],circle
yellow,[52 12],rectangle
red,[ 5 46],circle
green,[16 29],rectangle
blue,[17 10],rectangle
orange,[58  8],circle
gray,[31 66],circle
yellow,[48 40],circle
red,[20 31],rectangle
green,[66  7],circle
blue,[46 46],circle
orange,[59 65],rectangle
gray,[51 23],circle
yellow,[39 32],rectangle
red,[16 56],circle
green,[42 61],rectangle
blue,[68 47],rectangle
orange,[48 36],rectangle
gray,[ 8 27],rectangle
yellow,[47  7],circle
red,[65 67],rectangle
green,[ 6 65],rectangle
blue,[64 38],rectangle
orange,[25 15],circle
gray,[ 9 25],circle
yellow,[33 41],circle
red,[17 64],rectangle
green,[19 43],rectangle
blue,[67 40],circle
orange,[58 55],circle
gray,[39 10],rectangle
